,Path,Fold,Family (abbr.),Family (in full),Instrument (abbr.),Instrument (in full),Technique (abbr.),Technique (in full),Pitch,Pitch ID (if applicable),Dynamics,Dynamics ID (if applicable),Instance ID,Mute (abbr.),Mute (in full),String ID (if applicable),Needed digital retuning,nframes,Duration(s),Octave
6186,Strings/Viola/col_legno_battuto/Va-legno_batt-F4-mf-2c-N.wav,1,Strings,Violin Family,Va,Viola,legno_batt,col_legno_battuto,F4,65.0,mf,2.0,1.0,N,None,2.0,False,,,4
6187,Strings/Viola/col_legno_battuto/Va-legno_batt-F4-mf-3c-N.wav,0,Strings,Violin Family,Va,Viola,legno_batt,col_legno_battuto,F4,65.0,mf,2.0,2.0,N,None,3.0,False,,,4
6188,Strings/Viola/col_legno_battuto/Va-legno_batt-F5-mf-1c-N.wav,3,Strings,Violin Family,Va,Viola,legno_batt,col_legno_battuto,F5,77.0,mf,2.0,0.0,N,None,1.0,False,,,5
6195,Strings/Viola/col_legno_battuto/Va-legno_batt-G3-mf-3c-N.wav,4,Strings,Violin Family,Va,Viola,legno_batt,col_legno_battuto,G3,55.0,mf,2.0,2.0,N,None,3.0,False,,,3
6196,Strings/Viola/col_legno_battuto/Va-legno_batt-G3-mf-4c-N.wav,1,Strings,Violin Family,Va,Viola,legno_batt,col_legno_battuto,G3,55.0,mf,2.0,3.0,N,None,4.0,False,,,3
6197,Strings/Viola/col_legno_battuto/Va-legno_batt-G4-mf-2c-N.wav,1,Strings,Violin Family,Va,Viola,legno_batt,col_legno_battuto,G4,67.0,mf,2.0,1.0,N,None,2.0,False,,,4
6198,Strings/Viola/col_legno_battuto/Va-legno_batt-G4-mf-3c-N.wav,2,Strings,Violin Family,Va,Viola,legno_batt,col_legno_battuto,G4,67.0,mf,2.0,2.0,N,None,3.0,False,,,4
6199,Strings/Viola/col_legno_battuto/Va-legno_batt-G5-mf-1c-N.wav,0,Strings,Violin Family,Va,Viola,legno_batt,col_legno_battuto,G5,79.0,mf,2.0,0.0,N,None,1.0,False,,,5
6206,Strings/Viola/col_legno_tratto/Va-legno_tratto-A3-mf-3c-N.wav,4,Strings,Violin Family,Va,Viola,legno_tratto,col_legno_tratto,A3,57.0,mf,2.0,2.0,N,None,3.0,False,,,3
6207,Strings/Viola/col_legno_tratto/Va-legno_tratto-A3-mf-4c-N.wav,4,Strings,Violin Family,Va,Viola,legno_tratto,col_legno_tratto,A3,57.0,mf,2.0,3.0,N,None,4.0,False,,,3
6208,Strings/Viola/col_legno_tratto/Va-legno_tratto-A4-mf-1c-N.wav,2,Strings,Violin Family,Va,Viola,legno_tratto,col_legno_tratto,A4,69.0,mf,2.0,0.0,N,None,1.0,False,,,4
6209,Strings/Viola/col_legno_tratto/Va-legno_tratto-A4-mf-2c-N.wav,1,Strings,Violin Family,Va,Viola,legno_tratto,col_legno_tratto,A4,69.0,mf,2.0,1.0,N,None,2.0,False,,,4
6210,Strings/Viola/col_legno_tratto/Va-legno_tratto-A5-mf-1c-N.wav,3,Strings,Violin Family,Va,Viola,legno_tratto,col_legno_tratto,A5,81.0,mf,2.0,0.0,N,None,1.0,False,,,5
6212,Strings/Viola/col_legno_tratto/Va-legno_tratto-B3-mf-3c-N.wav,0,Strings,Violin Family,Va,Viola,legno_tratto,col_legno_tratto,B3,59.0,mf,2.0,2.0,N,None,3.0,False,,,3
6213,Strings/Viola/col_legno_tratto/Va-legno_tratto-B3-mf-4c-N.wav,4,Strings,Violin Family,Va,Viola,legno_tratto,col_legno_tratto,B3,59.0,mf,2.0,3.0,N,None,4.0,False,,,3
6214,Strings/Viola/col_legno_tratto/Va-legno_tratto-B4-mf-1c-N.wav,1,Strings,Violin Family,Va,Viola,legno_tratto,col_legno_tratto,B4,71.0,mf,2.0,0.0,N,None,1.0,False,,,4
6215,Strings/Viola/col_legno_tratto/Va-legno_tratto-B4-mf-2c-N.wav,0,Strings,Violin Family,Va,Viola,legno_tratto,col_legno_tratto,B4,71.0,mf,2.0,1.0,N,None,2.0,False,,,4
6216,Strings/Viola/col_legno_tratto/Va-legno_tratto-B5-mf-1c-N.wav,0,Strings,Violin Family,Va,Viola,legno_tratto,col_legno_tratto,B5,83.0,mf,2.0,0.0,N,None,1.0,False,,,5
6222,Strings/Viola/col_legno_tratto/Va-legno_tratto-C3-mf-4c-N.wav,2,Strings,Violin Family,Va,Viola,legno_tratto,col_legno_tratto,C3,48.0,mf,2.0,3.0,N,None,4.0,False,,,3
6223,Strings/Viola/col_legno_tratto/Va-legno_tratto-C4-mf-3c-N.wav,3,Strings,Violin Family,Va,Viola,legno_tratto,col_legno_tratto,C4,60.0,mf,2.0,2.0,N,None,3.0,False,,,4
6224,Strings/Viola/col_legno_tratto/Va-legno_tratto-C4-mf-4c-N.wav,2,Strings,Violin Family,Va,Viola,legno_tratto,col_legno_tratto,C4,60.0,mf,2.0,3.0,N,None,4.0,False,,,4
6225,Strings/Viola/col_legno_tratto/Va-legno_tratto-C5-mf-1c-N.wav,0,Strings,Violin Family,Va,Viola,legno_tratto,col_legno_tratto,C5,72.0,mf,2.0,0.0,N,None,1.0,False,,,5
6226,Strings/Viola/col_legno_tratto/Va-legno_tratto-C5-mf-2c-N.wav,0,Strings,Violin Family,Va,Viola,legno_tratto,col_legno_tratto,C5,72.0,mf,2.0,1.0,N,None,2.0,False,,,5
6233,Strings/Viola/col_legno_tratto/Va-legno_tratto-D3-mf-4c-N.wav,4,Strings,Violin Family,Va,Viola,legno_tratto,col_legno_tratto,D3,50.0,mf,2.0,3.0,N,None,4.0,False,,,3
6234,Strings/Viola/col_legno_tratto/Va-legno_tratto-D4-mf-2c-N.wav,2,Strings,Violin Family,Va,Viola,legno_tratto,col_legno_tratto,D4,62.0,mf,2.0,1.0,N,None,2.0,False,,,4
6235,Strings/Viola/col_legno_tratto/Va-legno_tratto-D4-mf-3c-N.wav,0,Strings,Violin Family,Va,Viola,legno_tratto,col_legno_tratto,D4,62.0,mf,2.0,2.0,N,None,3.0,False,,,4
6236,Strings/Viola/col_legno_tratto/Va-legno_tratto-D5-mf-1c-N.wav,1,Strings,Violin Family,Va,Viola,legno_tratto,col_legno_tratto,D5,74.0,mf,2.0,0.0,N,None,1.0,False,,,5
6237,Strings/Viola/col_legno_tratto/Va-legno_tratto-D5-mf-2c-N.wav,1,Strings,Violin Family,Va,Viola,legno_tratto,col_legno_tratto,D5,74.0,mf,2.0,1.0,N,None,2.0,False,,,5
6239,Strings/Viola/col_legno_tratto/Va-legno_tratto-E3-mf-4c-N.wav,2,Strings,Violin Family,Va,Viola,legno_tratto,col_legno_tratto,E3,52.0,mf,2.0,3.0,N,None,4.0,False,,,3
6240,Strings/Viola/col_legno_tratto/Va-legno_tratto-E4-mf-2c-N.wav,0,Strings,Violin Family,Va,Viola,legno_tratto,col_legno_tratto,E4,64.0,mf,2.0,1.0,N,None,2.0,False,,,4
6241,Strings/Viola/col_legno_tratto/Va-legno_tratto-E4-mf-3c-N.wav,3,Strings,Violin Family,Va,Viola,legno_tratto,col_legno_tratto,E4,64.0,mf,2.0,2.0,N,None,3.0,False,,,4
6242,Strings/Viola/col_legno_tratto/Va-legno_tratto-E5-mf-1c-N.wav,0,Strings,Violin Family,Va,Viola,legno_tratto,col_legno_tratto,E5,76.0,mf,2.0,0.0,N,None,1.0,False,,,5
6249,Strings/Viola/col_legno_tratto/Va-legno_tratto-F3-mf-4c-N.wav,3,Strings,Violin Family,Va,Viola,legno_tratto,col_legno_tratto,F3,53.0,mf,2.0,3.0,N,None,4.0,False,,,3
6250,Strings/Viola/col_legno_tratto/Va-legno_tratto-F4-mf-2c-N.wav,3,Strings,Violin Family,Va,Viola,legno_tratto,col_legno_tratto,F4,65.0,mf,2.0,1.0,N,None,2.0,False,,,4
6251,Strings/Viola/col_legno_tratto/Va-legno_tratto-F4-mf-3c-N.wav,3,Strings,Violin Family,Va,Viola,legno_tratto,col_legno_tratto,F4,65.0,mf,2.0,2.0,N,None,3.0,False,,,4
6252,Strings/Viola/col_legno_tratto/Va-legno_tratto-F5-mf-1c-N.wav,1,Strings,Violin Family,Va,Viola,legno_tratto,col_legno_tratto,F5,77.0,mf,2.0,0.0,N,None,1.0,False,,,5
6259,Strings/Viola/col_legno_tratto/Va-legno_tratto-G3-mf-3c-N.wav,4,Strings,Violin Family,Va,Viola,legno_tratto,col_legno_tratto,G3,55.0,mf,2.0,2.0,N,None,3.0,False,,,3
6260,Strings/Viola/col_legno_tratto/Va-legno_tratto-G3-mf-4c-N.wav,4,Strings,Violin Family,Va,Viola,legno_tratto,col_legno_tratto,G3,55.0,mf,2.0,3.0,N,None,4.0,False,,,3
6261,Strings/Viola/col_legno_tratto/Va-legno_tratto-G4-mf-2c-N.wav,3,Strings,Violin Family,Va,Viola,legno_tratto,col_legno_tratto,G4,67.0,mf,2.0,1.0,N,None,2.0,False,,,4
6262,Strings/Viola/col_legno_tratto/Va-legno_tratto-G4-mf-3c-N.wav,3,Strings,Violin Family,Va,Viola,legno_tratto,col_legno_tratto,G4,67.0,mf,2.0,2.0,N,None,3.0,False,,,4
6263,Strings/Viola/col_legno_tratto/Va-legno_tratto-G5-mf-1c-N.wav,2,Strings,Violin Family,Va,Viola,legno_tratto,col_legno_tratto,G5,79.0,mf,2.0,0.0,N,None,1.0,False,,,5
6292,Strings/Viola/ordinario/Va-ord-A3-ff-3c-N.wav,1,Strings,Violin Family,Va,Viola,ord,ordinario,A3,57.0,ff,4.0,2.0,N,None,3.0,False,,8.391541950113378,3
6293,Strings/Viola/ordinario/Va-ord-A3-ff-4c-T16u.wav,2,Strings,Violin Family,Va,Viola,ord,ordinario,A3,57.0,ff,4.0,3.0,N,None,4.0,True,339926.0,7.708072562358277,3
6294,Strings/Viola/ordinario/Va-ord-A3-mf-3c-R100d.wav,4,Strings,Violin Family,Va,Viola,ord,ordinario,A3,57.0,mf,2.0,2.0,N,None,3.0,True,355842.0,8.068979591836735,3
6295,Strings/Viola/ordinario/Va-ord-A3-mf-4c-T10u.wav,4,Strings,Violin Family,Va,Viola,ord,ordinario,A3,57.0,mf,2.0,3.0,N,None,4.0,True,317993.0,7.210725623582767,3
6296,Strings/Viola/ordinario/Va-ord-A3-pp-3c-N.wav,3,Strings,Violin Family,Va,Viola,ord,ordinario,A3,57.0,pp,0.0,2.0,N,None,3.0,False,,7.146984126984127,3
6297,Strings/Viola/ordinario/Va-ord-A3-pp-4c-T14u.wav,2,Strings,Violin Family,Va,Viola,ord,ordinario,A3,57.0,pp,0.0,3.0,N,None,4.0,True,325018.0,7.370022675736961,3
6298,Strings/Viola/ordinario/Va-ord-A4-ff-1c-N.wav,0,Strings,Violin Family,Va,Viola,ord,ordinario,A4,69.0,ff,4.0,0.0,N,None,1.0,False,,8.052448979591837,4
6299,Strings/Viola/ordinario/Va-ord-A4-ff-2c-N.wav,3,Strings,Violin Family,Va,Viola,ord,ordinario,A4,69.0,ff,4.0,1.0,N,None,2.0,False,,7.715351473922903,4
6300,Strings/Viola/ordinario/Va-ord-A4-ff-3c-R100d.wav,2,Strings,Violin Family,Va,Viola,ord,ordinario,A4,69.0,ff,4.0,2.0,N,None,3.0,True,356383.0,8.08124716553288,4
6301,Strings/Viola/ordinario/Va-ord-A4-ff-4c-N.wav,4,Strings,Violin Family,Va,Viola,ord,ordinario,A4,69.0,ff,4.0,3.0,N,None,4.0,False,,7.893537414965986,4
6302,Strings/Viola/ordinario/Va-ord-A4-mf-1c-N.wav,1,Strings,Violin Family,Va,Viola,ord,ordinario,A4,69.0,mf,2.0,0.0,N,None,1.0,False,,7.974512471655329,4
6303,Strings/Viola/ordinario/Va-ord-A4-mf-2c-N.wav,1,Strings,Violin Family,Va,Viola,ord,ordinario,A4,69.0,mf,2.0,1.0,N,None,2.0,False,,7.551043083900227,4
6304,Strings/Viola/ordinario/Va-ord-A4-mf-3c-N.wav,3,Strings,Violin Family,Va,Viola,ord,ordinario,A4,69.0,mf,2.0,2.0,N,None,3.0,False,,7.5199546485260775,4
6305,Strings/Viola/ordinario/Va-ord-A4-mf-4c-N.wav,2,Strings,Violin Family,Va,Viola,ord,ordinario,A4,69.0,mf,2.0,3.0,N,None,4.0,False,,7.650544217687075,4
6306,Strings/Viola/ordinario/Va-ord-A4-pp-1c-N.wav,4,Strings,Violin Family,Va,Viola,ord,ordinario,A4,69.0,pp,0.0,0.0,N,None,1.0,False,,7.863718820861678,4
6307,Strings/Viola/ordinario/Va-ord-A4-pp-2c-N.wav,0,Strings,Violin Family,Va,Viola,ord,ordinario,A4,69.0,pp,0.0,1.0,N,None,2.0,False,,7.652380952380953,4
6308,Strings/Viola/ordinario/Va-ord-A4-pp-3c-N.wav,3,Strings,Violin Family,Va,Viola,ord,ordinario,A4,69.0,pp,0.0,2.0,N,None,3.0,False,,7.27469387755102,4
6309,Strings/Viola/ordinario/Va-ord-A4-pp-4c-N.wav,3,Strings,Violin Family,Va,Viola,ord,ordinario,A4,69.0,pp,0.0,3.0,N,None,4.0,False,,7.392902494331066,4
6310,Strings/Viola/ordinario/Va-ord-A5-ff-1c-N.wav,1,Strings,Violin Family,Va,Viola,ord,ordinario,A5,81.0,ff,4.0,0.0,N,None,1.0,False,,7.24952380952381,5
6311,Strings/Viola/ordinario/Va-ord-A5-ff-2c-N.wav,4,Strings,Violin Family,Va,Viola,ord,ordinario,A5,81.0,ff,4.0,1.0,N,None,2.0,False,,7.014875283446712,5
6312,Strings/Viola/ordinario/Va-ord-A5-mf-1c-N.wav,0,Strings,Violin Family,Va,Viola,ord,ordinario,A5,81.0,mf,2.0,0.0,N,None,1.0,False,,7.575124716553288,5
6313,Strings/Viola/ordinario/Va-ord-A5-mf-2c-N.wav,1,Strings,Violin Family,Va,Viola,ord,ordinario,A5,81.0,mf,2.0,1.0,N,None,2.0,False,,7.216167800453515,5
6314,Strings/Viola/ordinario/Va-ord-A5-pp-1c-N.wav,3,Strings,Violin Family,Va,Viola,ord,ordinario,A5,81.0,pp,0.0,0.0,N,None,1.0,False,,7.27734693877551,5
6315,Strings/Viola/ordinario/Va-ord-A5-pp-2c-T11u.wav,2,Strings,Violin Family,Va,Viola,ord,ordinario,A5,81.0,pp,0.0,1.0,N,None,2.0,True,315440.0,7.152834467120181,5
6319,Strings/Viola/ordinario/Va-ord-B3-ff-3c-T18u.wav,0,Strings,Violin Family,Va,Viola,ord,ordinario,B3,59.0,ff,4.0,2.0,N,None,3.0,True,358701.0,8.133809523809523,3
6320,Strings/Viola/ordinario/Va-ord-B3-ff-4c-N.wav,3,Strings,Violin Family,Va,Viola,ord,ordinario,B3,59.0,ff,4.0,3.0,N,None,4.0,False,,7.254716553287982,3
6321,Strings/Viola/ordinario/Va-ord-B3-mf-3c-T16u.wav,2,Strings,Violin Family,Va,Viola,ord,ordinario,B3,59.0,mf,2.0,2.0,N,None,3.0,True,329824.0,7.479002267573696,3
6322,Strings/Viola/ordinario/Va-ord-B3-mf-4c-N.wav,0,Strings,Violin Family,Va,Viola,ord,ordinario,B3,59.0,mf,2.0,3.0,N,None,4.0,False,,7.0902267573696145,3
6323,Strings/Viola/ordinario/Va-ord-B3-pp-3c-T12u.wav,2,Strings,Violin Family,Va,Viola,ord,ordinario,B3,59.0,pp,0.0,2.0,N,None,3.0,True,319428.0,7.243265306122449,3
6324,Strings/Viola/ordinario/Va-ord-B3-pp-4c-N.wav,2,Strings,Violin Family,Va,Viola,ord,ordinario,B3,59.0,pp,0.0,3.0,N,None,4.0,False,,7.052267573696145,3
6325,Strings/Viola/ordinario/Va-ord-B4-ff-1c-T10u.wav,1,Strings,Violin Family,Va,Viola,ord,ordinario,B4,71.0,ff,4.0,0.0,N,None,1.0,True,328920.0,7.458503401360544,4
6326,Strings/Viola/ordinario/Va-ord-B4-ff-2c-T11u.wav,2,Strings,Violin Family,Va,Viola,ord,ordinario,B4,71.0,ff,4.0,1.0,N,None,2.0,True,333008.0,7.551201814058957,4
6327,Strings/Viola/ordinario/Va-ord-B4-ff-3c-N.wav,3,Strings,Violin Family,Va,Viola,ord,ordinario,B4,71.0,ff,4.0,2.0,N,None,3.0,False,,8.13875283446712,4
6328,Strings/Viola/ordinario/Va-ord-B4-ff-4c-N.wav,2,Strings,Violin Family,Va,Viola,ord,ordinario,B4,71.0,ff,4.0,3.0,N,None,4.0,False,,7.22265306122449,4
6329,Strings/Viola/ordinario/Va-ord-B4-mf-1c-N.wav,0,Strings,Violin Family,Va,Viola,ord,ordinario,B4,71.0,mf,2.0,0.0,N,None,1.0,False,,7.919115646258503,4
6330,Strings/Viola/ordinario/Va-ord-B4-mf-2c-N.wav,1,Strings,Violin Family,Va,Viola,ord,ordinario,B4,71.0,mf,2.0,1.0,N,None,2.0,False,,7.243356009070295,4
6331,Strings/Viola/ordinario/Va-ord-B4-mf-3c-N.wav,2,Strings,Violin Family,Va,Viola,ord,ordinario,B4,71.0,mf,2.0,2.0,N,None,3.0,False,,7.883469387755102,4
6332,Strings/Viola/ordinario/Va-ord-B4-mf-4c-N.wav,2,Strings,Violin Family,Va,Viola,ord,ordinario,B4,71.0,mf,2.0,3.0,N,None,4.0,False,,7.526417233560091,4
6333,Strings/Viola/ordinario/Va-ord-B4-pp-1c-N.wav,2,Strings,Violin Family,Va,Viola,ord,ordinario,B4,71.0,pp,0.0,0.0,N,None,1.0,False,,7.274784580498866,4
6334,Strings/Viola/ordinario/Va-ord-B4-pp-2c-N.wav,4,Strings,Violin Family,Va,Viola,ord,ordinario,B4,71.0,pp,0.0,1.0,N,None,2.0,False,,7.273401360544217,4
6335,Strings/Viola/ordinario/Va-ord-B4-pp-3c-T11d.wav,2,Strings,Violin Family,Va,Viola,ord,ordinario,B4,71.0,pp,0.0,2.0,N,None,3.0,True,343589.0,7.791133786848072,4
6336,Strings/Viola/ordinario/Va-ord-B4-pp-4c-N.wav,3,Strings,Violin Family,Va,Viola,ord,ordinario,B4,71.0,pp,0.0,3.0,N,None,4.0,False,,8.057256235827664,4
6337,Strings/Viola/ordinario/Va-ord-B5-ff-1c-T18u.wav,0,Strings,Violin Family,Va,Viola,ord,ordinario,B5,83.0,ff,4.0,0.0,N,None,1.0,True,330908.0,7.5035827664399095,5
6338,Strings/Viola/ordinario/Va-ord-B5-ff-2c-N.wav,4,Strings,Violin Family,Va,Viola,ord,ordinario,B5,83.0,ff,4.0,1.0,N,None,2.0,False,,7.18562358276644,5
6339,Strings/Viola/ordinario/Va-ord-B5-mf-1c-T15u.wav,2,Strings,Violin Family,Va,Viola,ord,ordinario,B5,83.0,mf,2.0,0.0,N,None,1.0,True,343749.0,7.794761904761905,5
6340,Strings/Viola/ordinario/Va-ord-B5-mf-2c-N.wav,0,Strings,Violin Family,Va,Viola,ord,ordinario,B5,83.0,mf,2.0,1.0,N,None,2.0,False,,7.466643990929705,5
6341,Strings/Viola/ordinario/Va-ord-B5-pp-1c-T14u.wav,4,Strings,Violin Family,Va,Viola,ord,ordinario,B5,83.0,pp,0.0,0.0,N,None,1.0,True,315474.0,7.153605442176871,5
6342,Strings/Viola/ordinario/Va-ord-B5-pp-2c-T20u.wav,0,Strings,Violin Family,Va,Viola,ord,ordinario,B5,83.0,pp,0.0,1.0,N,None,2.0,True,298940.0,6.778684807256236,5
6370,Strings/Viola/ordinario/Va-ord-C3-ff-4c-N.wav,3,Strings,Violin Family,Va,Viola,ord,ordinario,C3,48.0,ff,4.0,3.0,N,None,4.0,False,,8.433741496598639,3
6371,Strings/Viola/ordinario/Va-ord-C3-mf-4c-N.wav,4,Strings,Violin Family,Va,Viola,ord,ordinario,C3,48.0,mf,2.0,3.0,N,None,4.0,False,,8.087369614512472,3
6372,Strings/Viola/ordinario/Va-ord-C3-pp-4c-N.wav,2,Strings,Violin Family,Va,Viola,ord,ordinario,C3,48.0,pp,0.0,3.0,N,None,4.0,False,,8.044603174603175,3
6373,Strings/Viola/ordinario/Va-ord-C4-ff-3c-N.wav,1,Strings,Violin Family,Va,Viola,ord,ordinario,C4,60.0,ff,4.0,2.0,N,None,3.0,False,,8.706054421768707,4
6374,Strings/Viola/ordinario/Va-ord-C4-ff-4c-N.wav,4,Strings,Violin Family,Va,Viola,ord,ordinario,C4,60.0,ff,4.0,3.0,N,None,4.0,False,,6.668866213151928,4
6375,Strings/Viola/ordinario/Va-ord-C4-mf-3c-N.wav,3,Strings,Violin Family,Va,Viola,ord,ordinario,C4,60.0,mf,2.0,2.0,N,None,3.0,False,,7.555147392290249,4
6376,Strings/Viola/ordinario/Va-ord-C4-mf-4c-N.wav,0,Strings,Violin Family,Va,Viola,ord,ordinario,C4,60.0,mf,2.0,3.0,N,None,4.0,False,,7.03498866213152,4
6377,Strings/Viola/ordinario/Va-ord-C4-pp-3c-N.wav,3,Strings,Violin Family,Va,Viola,ord,ordinario,C4,60.0,pp,0.0,2.0,N,None,3.0,False,,7.422312925170068,4
6378,Strings/Viola/ordinario/Va-ord-C4-pp-4c-N.wav,3,Strings,Violin Family,Va,Viola,ord,ordinario,C4,60.0,pp,0.0,3.0,N,None,4.0,False,,7.12641723356009,4
6379,Strings/Viola/ordinario/Va-ord-C5-ff-1c-N.wav,4,Strings,Violin Family,Va,Viola,ord,ordinario,C5,72.0,ff,4.0,0.0,N,None,1.0,False,,7.642539682539683,5
6380,Strings/Viola/ordinario/Va-ord-C5-ff-2c-N.wav,3,Strings,Violin Family,Va,Viola,ord,ordinario,C5,72.0,ff,4.0,1.0,N,None,2.0,False,,7.691882086167801,5
6381,Strings/Viola/ordinario/Va-ord-C5-ff-3c-N.wav,4,Strings,Violin Family,Va,Viola,ord,ordinario,C5,72.0,ff,4.0,2.0,N,None,3.0,False,,7.914965986394558,5
6382,Strings/Viola/ordinario/Va-ord-C5-ff-4c-T17u.wav,3,Strings,Violin Family,Va,Viola,ord,ordinario,C5,72.0,ff,4.0,3.0,N,None,4.0,True,329153.0,7.463786848072562,5
6383,Strings/Viola/ordinario/Va-ord-C5-mf-1c-N.wav,0,Strings,Violin Family,Va,Viola,ord,ordinario,C5,72.0,mf,2.0,0.0,N,None,1.0,False,,7.052675736961452,5
6384,Strings/Viola/ordinario/Va-ord-C5-mf-2c-N.wav,2,Strings,Violin Family,Va,Viola,ord,ordinario,C5,72.0,mf,2.0,1.0,N,None,2.0,False,,7.753356009070295,5
6385,Strings/Viola/ordinario/Va-ord-C5-mf-3c-N.wav,2,Strings,Violin Family,Va,Viola,ord,ordinario,C5,72.0,mf,2.0,2.0,N,None,3.0,False,,8.018435374149659,5
6386,Strings/Viola/ordinario/Va-ord-C5-mf-4c-T21u.wav,1,Strings,Violin Family,Va,Viola,ord,ordinario,C5,72.0,mf,2.0,3.0,N,None,4.0,True,320349.0,7.2641496598639455,5
6387,Strings/Viola/ordinario/Va-ord-C5-pp-1c-N.wav,0,Strings,Violin Family,Va,Viola,ord,ordinario,C5,72.0,pp,0.0,0.0,N,None,1.0,False,,7.463945578231293,5
6388,Strings/Viola/ordinario/Va-ord-C5-pp-2c-N.wav,1,Strings,Violin Family,Va,Viola,ord,ordinario,C5,72.0,pp,0.0,1.0,N,None,2.0,False,,7.132312925170068,5
6389,Strings/Viola/ordinario/Va-ord-C5-pp-3c-N.wav,1,Strings,Violin Family,Va,Viola,ord,ordinario,C5,72.0,pp,0.0,2.0,N,None,3.0,False,,7.560113378684807,5
6390,Strings/Viola/ordinario/Va-ord-C5-pp-4c-T20u.wav,4,Strings,Violin Family,Va,Viola,ord,ordinario,C5,72.0,pp,0.0,3.0,N,None,4.0,True,309213.0,7.011632653061224,5
6424,Strings/Viola/ordinario/Va-ord-D3-ff-4c-N.wav,3,Strings,Violin Family,Va,Viola,ord,ordinario,D3,50.0,ff,4.0,3.0,N,None,4.0,False,,8.068390022675738,3
6425,Strings/Viola/ordinario/Va-ord-D3-mf-4c-N.wav,4,Strings,Violin Family,Va,Viola,ord,ordinario,D3,50.0,mf,2.0,3.0,N,None,4.0,False,,7.598956916099773,3
6426,Strings/Viola/ordinario/Va-ord-D3-pp-4c-N.wav,3,Strings,Violin Family,Va,Viola,ord,ordinario,D3,50.0,pp,0.0,3.0,N,None,4.0,False,,7.523083900226758,3
6427,Strings/Viola/ordinario/Va-ord-D4-ff-2c-N.wav,2,Strings,Violin Family,Va,Viola,ord,ordinario,D4,62.0,ff,4.0,1.0,N,None,2.0,False,,9.031927437641723,4
6428,Strings/Viola/ordinario/Va-ord-D4-ff-3c-N.wav,0,Strings,Violin Family,Va,Viola,ord,ordinario,D4,62.0,ff,4.0,2.0,N,None,3.0,False,,7.954920634920635,4
6429,Strings/Viola/ordinario/Va-ord-D4-ff-4c-N.wav,3,Strings,Violin Family,Va,Viola,ord,ordinario,D4,62.0,ff,4.0,3.0,N,None,4.0,False,,8.048344671201814,4
6430,Strings/Viola/ordinario/Va-ord-D4-mf-2c-N.wav,3,Strings,Violin Family,Va,Viola,ord,ordinario,D4,62.0,mf,2.0,1.0,N,None,2.0,False,,9.504875283446712,4
6431,Strings/Viola/ordinario/Va-ord-D4-mf-3c-N.wav,0,Strings,Violin Family,Va,Viola,ord,ordinario,D4,62.0,mf,2.0,2.0,N,None,3.0,False,,7.30671201814059,4
6432,Strings/Viola/ordinario/Va-ord-D4-mf-4c-N.wav,1,Strings,Violin Family,Va,Viola,ord,ordinario,D4,62.0,mf,2.0,3.0,N,None,4.0,False,,8.027891156462585,4
6433,Strings/Viola/ordinario/Va-ord-D4-pp-2c-N.wav,3,Strings,Violin Family,Va,Viola,ord,ordinario,D4,62.0,pp,0.0,1.0,N,None,2.0,False,,10.598004535147393,4
6434,Strings/Viola/ordinario/Va-ord-D4-pp-3c-N.wav,2,Strings,Violin Family,Va,Viola,ord,ordinario,D4,62.0,pp,0.0,2.0,N,None,3.0,False,,7.526417233560091,4
6435,Strings/Viola/ordinario/Va-ord-D4-pp-4c-N.wav,4,Strings,Violin Family,Va,Viola,ord,ordinario,D4,62.0,pp,0.0,3.0,N,None,4.0,False,,7.205306122448979,4
6436,Strings/Viola/ordinario/Va-ord-D5-ff-1c-N.wav,4,Strings,Violin Family,Va,Viola,ord,ordinario,D5,74.0,ff,4.0,0.0,N,None,1.0,False,,7.566734693877551,5
6437,Strings/Viola/ordinario/Va-ord-D5-ff-2c-N.wav,0,Strings,Violin Family,Va,Viola,ord,ordinario,D5,74.0,ff,4.0,1.0,N,None,2.0,False,,7.8566666666666665,5
6438,Strings/Viola/ordinario/Va-ord-D5-ff-3c-N.wav,1,Strings,Violin Family,Va,Viola,ord,ordinario,D5,74.0,ff,4.0,2.0,N,None,3.0,False,,8.122721088435375,5
6439,Strings/Viola/ordinario/Va-ord-D5-mf-1c-N.wav,2,Strings,Violin Family,Va,Viola,ord,ordinario,D5,74.0,mf,2.0,0.0,N,None,1.0,False,,7.944920634920635,5
6440,Strings/Viola/ordinario/Va-ord-D5-mf-2c-N.wav,1,Strings,Violin Family,Va,Viola,ord,ordinario,D5,74.0,mf,2.0,1.0,N,None,2.0,False,,8.004739229024944,5
6441,Strings/Viola/ordinario/Va-ord-D5-mf-3c-T10d.wav,1,Strings,Violin Family,Va,Viola,ord,ordinario,D5,74.0,mf,2.0,2.0,N,None,3.0,True,360038.0,8.164126984126984,5
6442,Strings/Viola/ordinario/Va-ord-D5-pp-1c-N.wav,4,Strings,Violin Family,Va,Viola,ord,ordinario,D5,74.0,pp,0.0,0.0,N,None,1.0,False,,7.070975056689343,5
6443,Strings/Viola/ordinario/Va-ord-D5-pp-2c-N.wav,4,Strings,Violin Family,Va,Viola,ord,ordinario,D5,74.0,pp,0.0,1.0,N,None,2.0,False,,7.380340136054421,5
6444,Strings/Viola/ordinario/Va-ord-D5-pp-3c-N.wav,4,Strings,Violin Family,Va,Viola,ord,ordinario,D5,74.0,pp,0.0,2.0,N,None,3.0,False,,6.999183673469388,5
